user_id,cutoff_date,churn_probability,feature,shap_value,direction
U003816,2026-07-01 13:54:32,0.9389011504142548,numeric__events_per_active_month,0.34719677265884946,Increases churn risk
U003816,2026-07-01 13:54:32,0.9389011504142548,categorical__plan_Starter,0.24049249522007593,Increases churn risk
U003816,2026-07-01 13:54:32,0.9389011504142548,categorical__plan_Free,0.20006803994881267,Increases churn risk
U003816,2026-07-01 13:54:32,0.9389011504142548,numeric__avg_events_per_active_day,-0.10882651325537225,Reduces churn risk
U003816,2026-07-01 13:54:32,0.9389011504142548,numeric__total_events,-0.10770407728067448,Reduces churn risk
U019512,2026-07-01 13:54:32,0.9357384142452184,numeric__events_per_active_month,0.3158265758236749,Increases churn risk
U019512,2026-07-01 13:54:32,0.9357384142452184,categorical__plan_Starter,0.23494674696685403,Increases churn risk
U019512,2026-07-01 13:54:32,0.9357384142452184,categorical__plan_Free,0.19382499920223178,Increases churn risk
U019512,2026-07-01 13:54:32,0.9357384142452184,numeric__total_events,-0.09132869536142187,Reduces churn risk
U019512,2026-07-01 13:54:32,0.9357384142452184,numeric__avg_events_per_active_day,-0.08417844620833938,Reduces churn risk
U013095,2026-06-01 13:54:32,0.9277351671104588,categorical__plan_Starter,0.2616014043566766,Increases churn risk
U013095,2026-06-01 13:54:32,0.9277351671104588,numeric__events_per_active_month,0.2077760403726249,Increases churn risk
U013095,2026-06-01 13:54:32,0.9277351671104588,categorical__plan_Free,0.1921120359295854,Increases churn risk
U013095,2026-06-01 13:54:32,0.9277351671104588,categorical__plan_Professional,-0.05548800548416953,Reduces churn risk
U013095,2026-06-01 13:54:32,0.9277351671104588,categorical__trial_True,0.0474142997304482,Increases churn risk
U023625,2026-07-01 13:54:32,0.9080637831165792,numeric__events_per_active_month,0.3393919529421792,Increases churn risk
U023625,2026-07-01 13:54:32,0.9080637831165792,categorical__plan_Free,0.19091615402745898,Increases churn risk
U023625,2026-07-01 13:54:32,0.9080637831165792,categorical__plan_Professional,0.15191120030304017,Increases churn risk
U023625,2026-07-01 13:54:32,0.9080637831165792,categorical__plan_Starter,-0.12807599113397497,Reduces churn risk
U023625,2026-07-01 13:54:32,0.9080637831165792,numeric__total_events,-0.09395175620183328,Reduces churn risk
U004760,2026-06-01 13:54:32,0.8658492063892378,categorical__plan_Starter,0.26031713408611823,Increases churn risk
U004760,2026-06-01 13:54:32,0.8658492063892378,categorical__plan_Free,0.1855579108408923,Increases churn risk
U004760,2026-06-01 13:54:32,0.8658492063892378,numeric__events_per_active_month,0.12086030527713554,Increases churn risk
U004760,2026-06-01 13:54:32,0.8658492063892378,categorical__plan_Professional,-0.05430345762422669,Reduces churn risk
U004760,2026-06-01 13:54:32,0.8658492063892378,categorical__trial_True,0.050364024987398004,Increases churn risk
U009370,2026-07-01 13:54:32,0.8642380915180614,numeric__events_per_active_month,0.30853282385353653,Increases churn risk
U009370,2026-07-01 13:54:32,0.8642380915180614,categorical__plan_Free,0.18220985616676172,Increases churn risk
U009370,2026-07-01 13:54:32,0.8642380915180614,categorical__plan_Professional,0.14879225575125507,Increases churn risk
U009370,2026-07-01 13:54:32,0.8642380915180614,categorical__plan_Starter,-0.1212095128635919,Reduces churn risk
U009370,2026-07-01 13:54:32,0.8642380915180614,numeric__avg_events_per_active_day,-0.1059455676442462,Reduces churn risk
U026332,2026-05-01 13:54:32,0.8600893014317659,numeric__events_per_active_month,0.19644716241283583,Increases churn risk
U026332,2026-05-01 13:54:32,0.8600893014317659,categorical__plan_Professional,0.17546162468699444,Increases churn risk
U026332,2026-05-01 13:54:32,0.8600893014317659,categorical__plan_Free,0.16768882683733202,Increases churn risk
U026332,2026-05-01 13:54:32,0.8600893014317659,categorical__plan_Starter,-0.1444184742564255,Reduces churn risk
U026332,2026-05-01 13:54:32,0.8600893014317659,numeric__monthly_recurring_revenue,0.11864816249810554,Increases churn risk
U008548,2026-07-01 13:54:32,0.8575873880313774,numeric__events_per_active_month,0.2949064770418325,Increases churn risk
U008548,2026-07-01 13:54:32,0.8575873880313774,categorical__plan_Free,0.17001044024603498,Increases churn risk
U008548,2026-07-01 13:54:32,0.8575873880313774,categorical__plan_Professional,0.16647135884227,Increases churn risk
U008548,2026-07-01 13:54:32,0.8575873880313774,categorical__plan_Starter,-0.1465909134985002,Reduces churn risk
U008548,2026-07-01 13:54:32,0.8575873880313774,numeric__monthly_recurring_revenue,0.11539382491067482,Increases churn risk
U003202,2026-05-01 13:54:32,0.8529960072660709,numeric__events_per_active_month,0.5401408623236292,Increases churn risk
U003202,2026-05-01 13:54:32,0.8529960072660709,numeric__monthly_recurring_revenue,0.3833699731005161,Increases churn risk
U003202,2026-05-01 13:54:32,0.8529960072660709,numeric__events_per_tenure_month,-0.23607099055369143,Reduces churn risk
U003202,2026-05-01 13:54:32,0.8529960072660709,categorical__plan_Free,0.14086044873425546,Increases churn risk
U003202,2026-05-01 13:54:32,0.8529960072660709,categorical__plan_Enterprise,-0.08625431247324088,Reduces churn risk
U022997,2026-05-01 13:54:32,0.8515575044394477,numeric__events_per_active_month,0.39819339778822244,Increases churn risk
U022997,2026-05-01 13:54:32,0.8515575044394477,categorical__plan_Starter,0.22100795769877787,Increases churn risk
U022997,2026-05-01 13:54:32,0.8515575044394477,categorical__plan_Free,0.17456523288243192,Increases churn risk
U022997,2026-05-01 13:54:32,0.8515575044394477,numeric__events_per_tenure_month,-0.17335664383371535,Reduces churn risk
U022997,2026-05-01 13:54:32,0.8515575044394477,numeric__total_events,-0.04782173409163739,Reduces churn risk
